customer_id,full_name,dob,gender,phone_number,email,address,pan_number,aadhaar_number,account_number,account_type,bank_branch,ifsc_code,kyc_verified
CUST610979,Sanaya Bajwa,1958-11-27,Other,0455784814,azaan35@example.org,"H.No. 380
Gade Street, Ghaziabad, Tamil Nadu - 760430",UHHHY5804A,851359418740,1649634447805,Salary,Thoothukudi - Kata,TXIT533291,True
CUST278711,Vedika Ravi,1999-03-10,Female,+918807476,samiharita@example.net,"569, Balan Marg, Patna, Meghalaya - 154806",CFOEU8240V,189528460236,8541648896519732,Savings,Nadiad - Mishra Ganj,DLRR424161,True
CUST683902,Pallavi Deshmukh,1960-10-10,Other,0572545487,aarini07@example.org,"39/60
Basu Marg, Amaravati, Manipur - 050831",ZYLBO7330I,274865592986,9300863469646,Savings,Nizamabad - Purohit Chowk,ACPK437756,True
CUST986515,Wyatt Pingle,2001-06-19,Other,7460808686,ltalwar@example.org,"558, Sidhu Marg, Kota, Bihar - 220656",QJFGK1899D,455507878180,7894199083661,Savings,Vellore - Kulkarni Path,VRQN691421,False
CUST244631,Keya Madan,1948-08-01,Other,+919357125,radhika73@example.org,"13/173, Bobal Street, Dhanbad, Gujarat - 333363",PZZJK3791D,171869659429,822731702354,Salary,Serampore - Pathak Ganj,YFOP266789,True
CUST419381,Tanmayi Devan,1959-10-02,Male,3543300257,teerthdubey@example.org,"11/19, Keer Marg, Ajmer, Arunachal Pradesh - 670059",ROJYX9941A,404632412060,71440102531584,Current,Karawal Nagar - Raj Path,LNBI106406,False
CUST123544,Warinder Gandhi,1964-07-20,Male,+912415734,etapall@example.net,"97
Nagi Zila, Gorakhpur, Madhya Pradesh - 465782",UWZCG2664V,042825440252,23392900933734,Salary,Haldia - Suri Ganj,KUPC816413,True
CUST611112,Yochana Behl,1984-05-27,Male,6242680966,anmolsunder@example.net,"H.No. 726, Bassi Chowk, Ulhasnagar, Andhra Pradesh - 792772",RNCCG9409E,121755541431,90296188203975,Current,Dehri - Halder Road,ZDSK360216,False
CUST234394,Aarnav Ramakrishnan,1969-10-29,Female,0480340514,qdeo@example.com,"H.No. 844, Barad Circle, Munger, Kerala - 187190",KFKJC6020R,342623292345,8007675469941,Salary,Bidhannagar - Rege Marg,WOKM575466,True
CUST901984,Deepa Sha,1985-12-28,Other,0230976796,kohlifariq@example.net,"64/423
Khatri Path, Akola, Kerala - 989702",UOOVW3103C,944380866562,644931190596407,Salary,Karimnagar - Arora Chowk,UZFO565342,False
CUST153356,Wahab Varkey,1961-03-27,Other,0799729605,johalyashawini@example.net,"151, Chaudry Marg, Tenali, Tamil Nadu - 959307",NTTHX0637H,241533748830,1898260480667193,Current,Silchar - Ramakrishnan Road,PBRF045038,True
CUST113584,Patrick Sathe,1949-06-18,Male,+915958653,lakshchhabra@example.com,"774, Chaudhuri, Malegaon, Punjab - 257445",GLLPW8562D,530332965133,872654361947,Savings,Narasaraopet - Iyer Marg,CBVA373808,True
CUST334102,Luke Sur,1996-07-21,Male,0989619538,tejassarma@example.net,"H.No. 766
Prabhakar Road, Asansol, Sikkim - 817994",PDAOX5448X,726992928907,6807745095209,Current,Kakinada - Koshy Street,TJZP214713,True
CUST108252,Urvi Mallick,1983-06-29,Male,4377891483,deepayadav@example.com,"H.No. 38
Bail Chowk, Jamalpur, Sikkim - 619529",UFDXM7558J,127300498799,2305272952501,Savings,Vellore - Chowdhury Circle,HUPJ105157,True
CUST265059,Qabil Bajwa,1968-04-02,Other,+919797581,yoshita62@example.org,"H.No. 180, Bhasin Marg, Deoghar, Jharkhand - 525602",UAHJT0612H,878659616208,421942956007966,NRI,Rohtak - Vaidya Marg,LICQ967293,False
CUST860701,Isaac Sachar,1973-06-18,Female,6438292941,chackothomas@example.net,"H.No. 756
Thaker Zila, Kanpur, Mizoram - 398890",XCYGG7572L,055022617837,401335754052272,Savings,Kharagpur - Narayanan Chowk,WSHE483504,False
CUST533702,Charvi Singh,1954-10-09,Female,1360983843,duttaqabil@example.net,"H.No. 697
Gill Marg, Adoni, Manipur - 918123",POFER0335V,391074524153,721353165515,Savings,Chennai - Das Ganj,TWIM733817,True
CUST711683,Harish Chhabra,1994-03-27,Male,0806180005,ymitter@example.com,"059
Kadakia Zila, Bangalore, Meghalaya - 520028",OKUJU0789U,455059201040,316708419417,NRI,Ghaziabad - Nair Road,MZEY519554,False
CUST174253,Saksham Kalla,1963-12-23,Female,+917094496,pillayzayyan@example.net,"57
Bhatt Marg, Ramgarh, Goa - 859106",VRCXS0900K,758433921698,0318699543611823,Current,Nanded - Wason Road,EEPU910874,True
CUST415379,Nachiket Palan,1975-08-22,Male,0236622327,dayamaikulkarni@example.net,"248
Narasimhan Chowk, Salem, Madhya Pradesh - 807713",HTVYG3532K,768270284547,2320130204129,NRI,Akola - Shenoy Street,LVCE719935,False
CUST785570,Jyoti Varkey,1951-04-21,Female,+917794872,soodisaiah@example.org,"28/658, Kalla Road, Medininagar, Tripura - 731588",IAYOS1098B,489166222066,853144538799315,Salary,Mau - Kapur Nagar,EGNP269006,False
CUST105613,Zarna Anand,2001-06-08,Female,+917621888,rsavant@example.org,"H.No. 402, Vohra Road, Nizamabad, Andhra Pradesh - 802067",BRWBR0453U,593247584502,05063156027801,Savings,Kishanganj - Bal Zila,LFID614891,False
CUST911013,Laksh Sharaf,2006-08-30,Other,0231867833,omkaar18@example.com,"H.No. 91
Dass Circle, Alwar, Punjab - 429799",BRIJZ4900D,285228202728,833311943125,NRI,Raipur - Shroff,JSWW019886,True
CUST248651,Nimrat Subramaniam,1946-06-11,Male,3243965532,lsur@example.com,"48/230
Malhotra Ganj, Bhiwandi, Manipur - 739554",PTFLU2967T,707878830597,392075648404181,Current,Khammam - Dayal Circle,UHLX574077,False
CUST364173,Abhiram Jhaveri,1945-04-08,Female,1526613425,samaucchal@example.org,"85/99
Buch Zila, Morbi, Telangana - 968385",QMWJU3214V,824311681009,618340715868,Current,Dibrugarh - Salvi Chowk,JHUQ538241,False
CUST857129,Vrinda Om,2000-11-16,Male,8138825211,tanmayimane@example.org,"97
Sibal Path, Rewa, Telangana - 763218",WDQRT5779L,867505114789,589653816634127,Savings,Bhiwandi - Bhatia Nagar,ZGQH316900,True
CUST938585,Amrita Hayer,1946-09-12,Other,+914665359,nishananda@example.com,"H.No. 61
Kari Road, Gudivada, Rajasthan - 243753",NALLS1046F,424705494119,945379661004,Savings,Kalyan-Dombivli - Chakraborty Circle,TGBX996502,True
CUST219693,Max Rattan,1965-09-14,Other,0041021685,chamanbalay@example.com,"60/353
Goyal Path, Akola, Odisha - 214819",UOFIQ0023V,100319870613,2002159569306400,Savings,Kulti - Sura Ganj,ILKM446433,False
CUST636296,Forum Gara,1974-07-02,Female,0433151551,msani@example.net,"68/671
Sawhney Street, Orai, Sikkim - 903483",TYPSV7091P,834453518303,582458791513693,NRI,Panvel - Pillai Marg,WPUC573322,True
CUST404201,Yashawini Arora,2001-08-17,Female,0500109130,ganeshamruta@example.com,"91/963
Golla Road, Hajipur, Assam - 684660",ZUPHO2572H,699216908794,870571707614769,Savings,Kalyan-Dombivli - Kaul,TSLJ542418,True
CUST250271,Idika Memon,2001-11-22,Female,0529801145,unnigoel@example.com,"H.No. 82
Sharaf Street, Erode, West Bengal - 603305",QIBWN4107R,635674610178,7047070501099197,Savings,Thrissur - Shan Ganj,RHBK355972,False
CUST983323,Hritik Sibal,1959-09-16,Female,+916023797,ekbal84@example.org,"135
Shan Path, Haldia, Haryana - 756606",CNKGO5978J,642107178943,533019367669,Current,Orai - Sami,JBRG928267,False
CUST401979,Anay Jani,1945-06-17,Other,+911741138,dharsamaksh@example.org,"H.No. 927
Nayak Street, Panipat, Andhra Pradesh - 597340",DFGHP8206Y,644337590285,4309676053523382,Savings,Fatehpur - Chad Path,VTLO166142,True
CUST668741,Henry Ravel,2006-04-15,Other,+912883803,garajanuja@example.com,"H.No. 45, Zacharia Ganj, Muzaffarpur, Assam - 366398",EUTMW3000I,755089499832,2381429561743685,NRI,Mahbubnagar - Dewan Road,ETRY951705,False
CUST894680,Girik Kashyap,2003-03-29,Male,0395432136,pdugar@example.org,"H.No. 348, Shankar Street, Hapur, Uttar Pradesh - 685247",TLUSU8320K,869230649681,751913857240263,NRI,Durg - Chaudhari Path,ABGU309755,True
CUST380120,Ekansh Sodhi,1992-04-11,Male,5294761304,sehgalanya@example.net,"670, Nadig, Korba, Tripura - 115129",PYDOS2121W,449136312954,6536409372563546,NRI,Jaunpur - Chaudhary Marg,IQPT414721,False
CUST748297,Brinda Kale,1949-08-25,Other,+917722479,kevinbhat@example.com,"87
Sur Ganj, Akola, Haryana - 754586",UUTOQ8037W,414793561096,54431581053915,Current,Uluberia - Ray Chowk,FUNX261683,True
CUST817875,Logan Bajaj,1974-06-17,Other,2485751197,prasadaayush@example.net,"94, Bir Zila, Mahbubnagar, Odisha - 279600",VSMPW4131N,101139831014,451427226829,Salary,Katihar - Chada Circle,REZC354268,True
CUST136425,Raagini Parsa,1988-02-13,Male,+915887754,jacobhans@example.net,"475
Mall, Durg, Gujarat - 644329",DGUJX1153E,967079151360,073606874007170,Salary,Ongole - Gaba Ganj,NTVS991940,True
CUST363045,Krish Deshpande,1984-03-05,Other,2521843547,laksh01@example.net,"H.No. 905, Nagarajan Zila, Raebareli, Haryana - 279502",UEURE3519E,001693872482,283691720406544,NRI,Jaipur - Acharya Road,YJKA679523,True
CUST652660,Banjeet Sachdev,2004-11-02,Female,+912719368,hayersamar@example.org,"H.No. 031
Tailor, Guna, Tripura - 211057",XRERY9993A,491447329112,62663464292131,NRI,Patiala - Ravel,UZQE888997,False
CUST433305,Balendra Lal,1949-01-31,Male,8634457960,vasudhanagarajan@example.net,"H.No. 988, Bhattacharyya Zila, Kamarhati, Odisha - 034073",JDEGI1468F,986375649178,378117293114,Current,Visakhapatnam - Chada,DRBC568437,True
CUST626162,Aarush Dada,1965-10-11,Female,+918875791,kalpitvarughese@example.org,"H.No. 784
Kara Chowk, Chinsurah, Bihar - 722345",NQVUS6421V,077863548481,8858981342070271,NRI,Navi Mumbai - Buch Circle,ZUET696856,False
CUST683825,Ikshita Edwin,1979-12-12,Other,+913116541,falak66@example.org,"261, Kari Zila, Mirzapur, Andhra Pradesh - 060648",BGHCX5016S,158961632984,03335458529942,Current,Bilaspur - Nadkarni Nagar,XRJD594912,False
CUST452906,Brijesh Madan,1977-12-06,Male,+910818505,prao@example.org,"121
Chakraborty Circle, Gangtok, Jharkhand - 950441",JHAZU5922K,951684344258,563648538700,NRI,Madanapalle - Hayer Circle,QMSP937236,True
CUST107578,Devansh Gaba,1968-08-09,Other,9971060635,sehgalxiti@example.net,"H.No. 59
Bhatti Road, Bhalswa Jahangir Pur, Arunachal Pradesh - 588771",OITLB5625N,246955491684,0321799298153,Current,Guna - Gaba Circle,WOBE530287,False
CUST493358,Hemang Kulkarni,2001-11-11,Other,3288067433,kevin56@example.net,"06/65, Lala Circle, Hubli–Dharwad, Manipur - 148238",SEQSK3056W,896548759452,570079366610255,Savings,Amaravati - Deol Ganj,TGYS411379,False
CUST802191,Sudiksha Tella,1971-10-30,Male,+911969609,ramanrachana@example.net,"492
Edwin Nagar, Amritsar, Assam - 425000",SHHCT4604Z,124402384806,977738385980209,Salary,Avadi - Chaudhary Path,YFZQ381009,True
CUST302497,Upma Grover,1957-06-08,Male,0598115691,shivanikota@example.net,"984, Khanna Path, Bathinda, Mizoram - 007688",AGWEM4706M,110724446072,0087418722728,Savings,Aizawl - Ben,JHUP372297,True
CUST634646,Aryan Palla,1970-03-24,Female,5811895455,zayyan55@example.com,"67/84, Loyal Circle, Satna, Gujarat - 513855",AMBBZ3558F,827478152168,4434929614425691,Current,Guwahati - Garg,XEJL368900,True
CUST691929,Chakrika Chand,1986-05-01,Other,+911637726,muttizashil@example.org,"99/82
Gopal Road, Yamunanagar, Arunachal Pradesh - 683589",JTMPI1508W,271889057805,25229522163686,Salary,Gurgaon - Kapadia Nagar,FNNW351525,False
CUST489957,Shivansh Menon,1957-12-13,Other,8319626708,joshuagoel@example.net,"04/859
Bandi, Navi Mumbai, Sikkim - 911778",UJAJG7028B,377019776255,920162492000694,NRI,Tirunelveli - Sawhney Zila,LATT836781,False
CUST974757,Nimrat Dayal,1946-11-18,Female,0857474092,chaudryyasti@example.com,"30/59
Kari Nagar, Haldia, Himachal Pradesh - 091451",OLJIR5306N,445799240861,3207930723382,Salary,Bettiah - Parsa Street,WVQY287766,False
CUST601666,Adya Mandal,1950-06-29,Other,8894165527,aarini28@example.com,"403, Ghosh Street, Kolhapur, Nagaland - 780843",PLBQV2381J,861002793068,4391728331132917,Current,Loni - Sachdeva Circle,MNYE309580,True
CUST197851,Brijesh Comar,1987-08-11,Female,8870720762,tarakseth@example.net,"792
Kibe, Deoghar, Odisha - 300909",QEDLD5538W,824223834037,348335868545973,Salary,Bardhaman - Barman Nagar,PQXV173700,False
CUST487174,Tristan Bir,1944-10-17,Male,0658713416,trivedizilmil@example.com,"H.No. 674, Wali Zila, Raipur, Mizoram - 872123",GBWZT1701L,186123933567,7953727920501582,NRI,Latur - Issac Marg,SGGY497945,True
CUST699902,Omkaar Issac,1986-02-13,Female,+912642924,imaran26@example.com,"H.No. 14
Goswami Road, Narasaraopet, Meghalaya - 189148",GEFVY3336W,932875741003,953922284044826,Current,Ballia - Shetty Marg,MPTN662599,False
CUST329080,Jai Tailor,1979-05-13,Female,0094067052,cchaudhuri@example.net,"333, Devi Path, Muzaffarpur, Punjab - 964228",GGCFT0600Z,493522684594,84809593594691,Current,Panchkula - Magar Chowk,QBHL025670,False
CUST511227,Yochana Kata,1974-05-03,Male,+918139876,chadahitesh@example.com,"H.No. 42, Trivedi Nagar, Bhopal, Tripura - 880860",BIBRR7863C,150496987356,0907616913438968,Salary,Firozabad - Kakar Nagar,DVSQ178061,False
CUST620602,Ekbal Date,2004-02-04,Female,2662514030,manya18@example.net,"H.No. 244
Golla Road, Bhusawal, Kerala - 443068",ZDBLT3676R,553688437762,126358009107171,Savings,Anantapuram - Savant Nagar,YTBH643433,False
CUST111186,Ekaja Behl,1981-07-02,Other,+914064204,lakshkari@example.org,"74, Sankar Street, Thanjavur, Rajasthan - 935969",CFJAR7817X,797062808445,1603543257018939,NRI,Ambarnath - Salvi Circle,HQMB115830,True
CUST414262,Arya Tripathi,1987-02-13,Male,+918138675,iryakhalsa@example.net,"H.No. 56
Master Street, Sagar, West Bengal - 118027",VPEJY2742U,982928647948,16964383795228,Current,Nizamabad - Korpal Circle,WLWA082797,True
CUST924384,Yashvi Majumdar,1946-11-26,Female,8953611364,wahab59@example.com,"32, Manne Zila, Thoothukudi, Rajasthan - 345207",RDHPR0186H,255822923249,0197181453011022,Salary,Malda - Kant Chowk,OHGB835993,True
CUST705351,Anay Varma,1996-05-06,Other,0188476458,jasmit84@example.net,"H.No. 52
Bath, Vijayawada, Uttarakhand - 463215",UOBKK8079Y,145635022524,611154939750,Salary,Bidar - Yogi Nagar,YAJP032788,False
CUST653341,Veer Kade,1964-04-24,Male,0635191736,jpradhan@example.net,"H.No. 605, Choudhury Road, Bongaigaon, Uttar Pradesh - 390785",VDLDZ7111D,912495920997,364034732711846,Current,Dibrugarh - Mahal Road,URKB048359,False
CUST564269,Advay Jaggi,1963-05-17,Female,4471950446,ubajaj@example.net,"30/92
Chanda Path, Noida, Jharkhand - 374575",ALVUZ2390A,621385571539,492465639711875,Savings,Tiruchirappalli - Bassi,LUJZ788508,False
CUST442226,Yagnesh Chacko,1952-08-10,Male,+913568260,tperi@example.net,"503
Lad Ganj, Bijapur, Madhya Pradesh - 933658",DQWJS2637M,827118536797,36992596179489,Salary,Kharagpur - Butala Chowk,NQBD454941,False
CUST814686,Kritika Mital,1997-02-23,Male,0783955369,vihaan07@example.org,"34/40, Nanda Path, Coimbatore, Madhya Pradesh - 480476",MGCDJ3443L,868399540579,80278060938224,Current,Maheshtala - Anne Marg,IMXJ300753,True
CUST572344,Gaurika Dhar,1977-12-22,Female,+914314803,ahegde@example.com,"57
Saran Chowk, Bhatpara, Nagaland - 543839",CPYUV0645E,868436195809,02841398065861,NRI,Uluberia - Ramaswamy Circle,UGOW422573,True
CUST448863,Tristan Rattan,1945-07-15,Male,6202614480,kairaghavan@example.org,"801
Kapadia Nagar, Sonipat, Bihar - 790848",FYCVU6136Q,919296002572,440676050651,NRI,Anantapuram - Rau,VUQS394278,True
CUST204177,Maya Pradhan,1982-01-21,Other,+913794979,triyasuresh@example.org,"29/54, Nayar Marg, Rewa, Manipur - 606083",SAVGE8365W,995926825672,9632507650115,Current,Pune - Pall Zila,BLDE201906,False
CUST962426,Jatin Bhalla,1983-07-12,Other,2437401145,smohanty@example.com,"H.No. 04, Nagarajan Circle, Yamunanagar, Goa - 343343",GYBQG4389E,686882088271,6449113801273679,Salary,Shimla - Gara Road,GCKC261756,False
CUST794674,Anmol Chander,1993-08-14,Female,+917329272,chavvinarang@example.org,"H.No. 501, Chawla Nagar, Chandrapur, Telangana - 932372",XFJWF8139S,034315432030,7140211357270196,Current,Panvel - Lanka Marg,CTYR907400,False
CUST575796,Quincy Varma,1979-04-28,Female,0050463906,adityasibal@example.org,"H.No. 985
Tata Marg, Bhalswa Jahangir Pur, Rajasthan - 825698",AOXRW8075S,305774559767,0128209339118038,Current,Rampur - Palla Chowk,ZDJM923289,True
CUST553604,Aryan Sathe,1974-05-17,Female,+912841822,ukapadia@example.org,"H.No. 496
Setty Path, Dehradun, Manipur - 302613",JBGKZ9413U,021904068045,3041967682601892,NRI,Aurangabad - Ranganathan Street,KGKA112903,True
CUST995789,Tanmayi Wason,1947-01-01,Female,0497177933,warinder02@example.net,"H.No. 36
Gopal Nagar, Saharanpur, Jharkhand - 582441",PMYFO4709M,831997043118,6559243777248135,Salary,Shahjahanpur - Kothari Street,MOEE014894,False
CUST787610,Jhalak Ratti,1953-09-20,Male,2736814827,bsanghvi@example.org,"269
Narasimhan Circle, Surat, Tamil Nadu - 526237",CGBYV7854H,052867335513,8417161756313074,Salary,Davanagere - Dara,IQJC576464,True
CUST514711,Advik Batra,1964-04-08,Female,+918958156,unnikant@example.com,"H.No. 97
Dayal Path, Gaya, Tamil Nadu - 985837",KQPYL9006B,859141526047,425146374617,Salary,Kochi - Kannan,QOJC515539,True
CUST717442,Rajeshri Butala,1985-03-08,Male,+917158081,ishwarnadig@example.com,"47/578
More Road, Saharsa, Uttar Pradesh - 414545",KVOSC9539K,850956348599,8038953485301323,Salary,Asansol - Bhattacharyya Chowk,IUWR655365,False
CUST930059,Yashoda Jain,1952-08-15,Male,0146941012,libnibanik@example.net,"06
Ahuja Nagar, Silchar, Assam - 727925",KHBNA8856Q,301017579966,8075963713636712,NRI,Sambalpur - Wagle Street,IAOT884446,True
CUST215026,Anirudh Dhaliwal,1984-06-11,Other,9210435632,wyatt99@example.org,"83
Sant Street, Bellary, Haryana - 494609",BSJDV1096A,089188772601,6341461715495200,Savings,Sonipat - Srinivasan Circle,VAIX381931,False
CUST864052,Samar Grewal,1951-05-18,Female,0385688014,imaran22@example.org,"65, Saha Nagar, Kottayam, Karnataka - 867848",NVBCC9334V,870656496662,110384427049398,Current,Lucknow - Balakrishnan Path,YFHK957919,False
CUST776171,Utkarsh Nadig,1986-01-15,Female,0392553433,parsavritti@example.net,"10/08
Ganguly Street, Jalandhar, Uttar Pradesh - 900244",YIXFS0103W,420013024737,69427162533975,Current,Naihati - Lata Zila,YNER110151,False
CUST418647,Wishi Atwal,1962-03-27,Other,0651618194,advikdash@example.com,"44/73
Sachar, Ichalkaranji, Goa - 739988",ATVFK8782V,857890061199,526588665263524,Salary,Miryalaguda - Samra,EUGX347535,True
CUST180280,Zayyan Cheema,1982-03-13,Other,0455465184,neel60@example.com,"H.No. 11
Bansal Street, Sri Ganganagar, Assam - 697138",IFITP5634H,434259044356,973531269881356,Savings,Vijayawada - Shanker Marg,OLQY794534,True
CUST307485,Zashil Karnik,1948-09-03,Other,0665289794,veer54@example.org,"H.No. 090, Sankar Street, Anand, Tripura - 991533",CTCEI0135W,136419593455,409627573848,NRI,Nandyal - Warrior Nagar,QFSG786182,True
CUST511092,Akshay Cheema,1956-08-23,Male,4012999974,nsetty@example.net,"H.No. 961, Sampath Marg, Guna, Goa - 169249",PRPRF6653B,253844591287,36780036651320,Salary,Panvel - Koshy Nagar,XWLE424104,False
CUST306157,Gauri Gala,1983-06-19,Female,1607853556,ganesankamala@example.org,"27/251, Trivedi Chowk, Nellore, West Bengal - 698097",RNKRR3411B,801365743711,695613549549,Salary,Gangtok - Sabharwal Chowk,OOOU277049,False
CUST357583,Mohammed Bandi,1986-09-06,Male,+911096544,borahturvi@example.org,"74/491, Mane Nagar, Nanded, Chhattisgarh - 552833",QDZSQ7167S,090266772105,2692864055207285,Current,Kalyan-Dombivli - Mutti Ganj,ENMQ621960,True
CUST726925,Lakshmi Suri,1995-10-25,Male,+915518801,wardananda@example.net,"60/33
Raval Marg, Madurai, Chhattisgarh - 313112",UDIZU2279B,176725196836,23748368135996,Savings,Ramgarh - Iyengar Circle,WCUG573704,True
CUST719886,Wahab Mohanty,1951-08-04,Female,+910638527,samuelkrishnan@example.org,"H.No. 330, Narasimhan Marg, Pallavaram, Gujarat - 770909",GPAOI5762A,241651912262,7080527900689654,NRI,Gudivada - Nadkarni Road,PIKK772067,False
CUST101109,Kavya Hegde,1968-04-06,Female,+912847649,bsehgal@example.net,"H.No. 90
Rai, Dewas, Jharkhand - 443046",VBRUZ5234T,381888429656,5479983762414438,Current,Panvel - Bains Path,ISIV858488,False
CUST494202,Devika Kata,1963-03-06,Other,7661796341,kibeekani@example.net,"443, Goyal Zila, Kurnool, Madhya Pradesh - 420316",SLTVT1804U,724835556797,5029107326200,Salary,Vasai-Virar - Manda Path,OCMJ370701,True
CUST586601,Manya Aurora,1995-03-05,Other,3652925828,chatreshchaudhari@example.org,"H.No. 44, Krishnan Chowk, Kalyan-Dombivli, Sikkim - 520622",DXAKN1909P,616223054814,86777444122341,NRI,Kadapa - Loyal Zila,XKQS413859,True
CUST327287,Shivansh Warrior,1974-12-07,Other,0900866601,akshay91@example.org,"H.No. 17
Shetty Nagar, Cuttack, Assam - 113732",OTSYW0634Z,056001691470,4464282159814369,NRI,Kamarhati - Ganesan Circle,IUNS930945,True
CUST566484,Ayaan Shenoy,1968-04-25,Female,0254735471,smanda@example.org,"36/432
Sagar Ganj, Fatehpur, Meghalaya - 502665",HSVFM2841X,560783031810,2382192859454052,NRI,Guwahati - Agarwal Ganj,UAED849611,False
CUST939721,Daksha D’Alia,2000-07-23,Female,1952862951,handaneha@example.com,"11, Tella Marg, Ongole, Tamil Nadu - 049783",DGVJJ2917M,609504794109,47886029363351,Salary,Guntakal - Nagarajan Chowk,PVXZ594183,True
CUST563324,Oviya Saraf,2000-12-11,Female,0455884243,dsagar@example.com,"00
Mammen Zila, Yamunanagar, Maharashtra - 053016",HJNEH2904Y,835816191364,72444589772591,Current,North Dumdum - Loyal Marg,UZQI106119,False
CUST316884,Balhaar Nagi,1952-04-28,Other,9865559489,jalsa09@example.com,"40/01, Comar Ganj, Kharagpur, Gujarat - 384888",DDLKY8147M,490474305756,06280326310099,NRI,Chittoor - Gaba Ganj,TRNM908924,True
CUST876497,Jeremiah Vohra,1993-11-29,Other,0439334232,vincent25@example.com,"31, Dugal Zila, Kavali, West Bengal - 763832",SURXM0550T,527313886277,7688631139997,Salary,Cuttack - Vala Street,IHCY610183,True
CUST486171,Ishanvi Sama,1965-02-25,Other,3992964178,sacharjeevika@example.com,"H.No. 97
Dugal Marg, Gwalior, Telangana - 510882",QDSVP6189C,017587543375,671586233077,NRI,Secunderabad - Puri Nagar,LFWO107564,True
CUST182760,Zayan Dada,1996-03-08,Male,0970321767,barkhapall@example.com,"45, Walla Chowk, Pune, Karnataka - 415508",VDFMZ3929G,516841976788,025323478088765,NRI,Tiruvottiyur - Jaggi Street,BZNH643239,True
CUST668074,Vedant Deo,1959-08-19,Other,+911384697,baljiwanmitter@example.org,"85/54
Hans Nagar, Mangalore, Andhra Pradesh - 231918",SKEBO4466J,942733252533,7947293553196908,Savings,Munger - Mane Street,VCLY407265,False
CUST708859,Dipta Acharya,1968-10-01,Female,+916481907,waliishaan@example.org,"178, Bora Street, Solapur, Karnataka - 092559",IHBUK9221A,295552677935,54441751607509,NRI,Deoghar - Mann Ganj,XDNX512186,False
CUST255350,Jeevika Banerjee,1969-07-19,Female,+912231860,aachalmadan@example.com,"833, Naidu Zila, Medininagar, Chhattisgarh - 882955",IGSAP9990U,979589864453,113174361209,Current,Nangloi Jat - Dutt Path,QEAS791133,True
CUST299611,Triya Kara,1988-10-11,Female,0975966772,saanvi35@example.org,"89/44, Sahni Zila, Bikaner, Haryana - 785835",AMMYB3957U,243652573813,44664352438143,Savings,Kalyan-Dombivli - Palla Zila,LYAD265301,True
CUST203602,Brijesh Chakraborty,1996-12-12,Other,0438956534,dugardamini@example.org,"42/326, Sanghvi Zila, Bilaspur, Himachal Pradesh - 870645",NWDEH5832B,878664230437,2696019208905494,NRI,Amravati - Devi,KUNK421251,True
CUST597672,Balveer Chacko,2006-05-16,Male,0852351422,hemanginithaman@example.com,"H.No. 48
Oza Street, Chittoor, Telangana - 622111",XHPIS4822M,716688464768,8313194777813217,NRI,Vadodara - Mutti Nagar,QQHQ296656,True
CUST160178,Tristan Tripathi,1988-05-01,Other,0754624168,diyaminhas@example.org,"690, Shanker Circle, Thrissur, Uttar Pradesh - 856685",EESEW7701R,009085960669,2886696527632,Current,Parbhani - Borah Chowk,MIVF131731,False
CUST354367,Shaurya Bakshi,1950-07-28,Female,+913384410,mitali45@example.com,"H.No. 189, Khare Path, Madanapalle, Gujarat - 099915",WNNUQ9873Y,058687463052,1991141619199,Savings,Secunderabad - Parmer,RVTY744263,True
CUST615221,Tara Banerjee,1974-03-18,Female,4803602118,nicholas50@example.com,"H.No. 319, Barad Ganj, Srikakulam, Arunachal Pradesh - 429454",CIQBX8086G,887498899470,6966276769413,Current,Chandigarh - Raju Zila,FMMP528845,True
CUST584375,Rayaan Acharya,2003-03-05,Other,+918480674,rsangha@example.com,"H.No. 30
Bail, South Dumdum, Arunachal Pradesh - 359706",HBCOK3224I,129369159359,48135749146365,Current,Tiruvottiyur - Walia Nagar,ZMKC480132,True
CUST438422,Panini Bhakta,1948-12-13,Female,6035083799,uparsa@example.org,"82/30, Krishna Ganj, Bhiwani, Haryana - 660904",NHADT5019L,838899482584,3710371792617423,Current,Tadipatri - Natt Zila,UHSD309351,False
CUST956990,Yashasvi Bains,1978-08-10,Other,+917919227,beraanvi@example.com,"H.No. 084
Dash, Srinagar, Goa - 987358",VNHJU3754B,220906255780,3069309073274546,Current,Bhagalpur - Ganguly Ganj,QZZD218188,True
CUST476696,Hamsini Soman,1997-10-28,Female,0687059495,batrajasmit@example.net,"H.No. 22, Kumer, Begusarai, West Bengal - 538538",WYLCJ9191Y,666582404975,628475649443875,NRI,Ramgarh - Bains Path,STSX126045,False
CUST663076,Triya Nori,1972-07-26,Other,6886615666,abhimanyu26@example.org,"08
Dash Chowk, Howrah, Goa - 985224",RSFGB0872A,910691826041,1795459126270511,NRI,Faridabad - Bhargava Nagar,PPZQ748755,False
CUST968139,Brinda Lanka,1950-04-01,Other,+918981387,jhalak64@example.org,"H.No. 51, Raman Street, Kishanganj, Haryana - 562001",UZAYB2033Y,662244620931,491148587881941,Salary,Visakhapatnam - Mittal Street,MDWU809885,False
CUST563879,Leena Bora,1997-12-02,Other,0376011033,sarnavyanjana@example.net,"12/01
Dada Marg, Avadi, Manipur - 524265",PQMLO0644M,865383484820,66935606245278,Salary,Phusro - Randhawa Zila,VRJX044946,True
